CFS Account Number,Account Name,Account Identifier,Current,1-30 Days,31-60 Days,61-90 Days,91-120 Days,121-150 Days,151-180 Days,>180 Days,Total Outstanding,Report Date
"PR001357","WOODSTOCK COMMUNITY UNIT SCHOOL DIST 200","SF00042501","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001358","CHESAPEAKE PUBLIC SCHOOLS","SF00042680","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001359","FOLLETT #1803","SF00028043","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001360","PROVIDENCE MEDICAL GROUP","SF00042756","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001361","TRENTON POLICE DEPARTMENT","SF00042486","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001362","MODINE LLC","SF00042623","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001363","NORFOLK PUBLIC SCHOOLS","SF00042679","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001364","INDIANA UNIVERSITY","SF00042784","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001365","MONTGOMERY COUNTY JUVENILE COURT","SF00042751","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001366","BERING STRAIT SCHOOL DISTRICT","SF00042799","$0.00","$1373.35","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$1373.35","01/03/2022"
"PR001367","UNION SCHOOL DISTRICT (ALTA VISTA)","SF00042137","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001368","CITY OF OZARK","SF00042728","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001369","NEXUS-GERARD ACADEMY","SF00042025","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001370","PACIFIC MARITIME ASSOCIATION","SF00042934","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001371","FAYETTE WARE COMP HIGH SCHOOL-CTE","SF00042160","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001372","ORAL ROBERTS UNIVERSITY","SF00042289","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001373","BOSSIER SHERIFFø«÷S OFFICE","SF00042607","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001374","GEAUGA COUNTY BOARD OF DD","SF00042851","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001375","CITY OF SAVANNAH PARKS AND RECREATION SERVICES","SF00043025","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001376","CITIZEN ADVOCATES INC.","SF00042821","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001377","KEYSTONE CLEARWATER SOLUTIONS","SF00042886","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001378","ELKHART AREA CAREER CENTER","SF00042939","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001379","PEMBROKE PINES YMCA AQUATIC CENTER","SF00042870","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001380","VANDERBILT UNIVERSITY","SF00043224","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001381","SALINAS UNION HIGH SCHOOL DISTRICT","SF00042136","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001382","CITY OF GARDEN GROVE","SF00042424","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001383","SARATOGA REGIONAL YMCA","SF00043292","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001384","KITTATINNY REGIONAL HIGH SCHOOL - AQUATICS","SF00042669","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001385","ABRAHAM LINCOLN HIGH SCHOOL","SF00043459","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001386","MADISON COUNTY GOVERNMNET","SF00043374","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001387","LEOMINSTER PUBLIC SCHOOLS","SF00043651","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001388","WOOD COUNTY JUSTICE CENTER","SF00043781","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001389","SEAWORLD ORLANDO","SF00043915","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001390","NAN-WALMART-C-DC8232","SF00043822","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001391","FOLLETT #0605","SF00027075","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001392","GEORGIA MILITARY COLLEGE","SF00043521","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001393","IUPUI","SF00043853","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001394","ANDERSON COMMUNITY SCHOOLS","SF00043654","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001395","CAJON VALLEY UNION SCHOOL DISTRICT","SF00043678","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001396","SALVATION ARMY CORRECTIONS","SF00044004","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001397","ORANGE COUNTY SCHOOLS","SF00043891","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001398","MADISON METROPOLITAN SCHOOL DISTRICT","SF00043800","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001399","DEERFIELD BEACH AQUATIC CENTER","SF00043858","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001400","JONES COUNTY SHERIFF DEPARTMENT","SF00044055","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001401","CLEVELAND CLINIC","SF00044190","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001402","STATE STREET CORPORATION","SF00043688","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001403","CLAYTON COUNTY BOARD OF COMMISSIONERS","SF00044164","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001404","TALLMADGE FIRE DEPARTMENT","SF00043437","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001405","FRANKLIN COUNTY DOMESTIC RELATIONS/JUVENILE COURT","SF00044091","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001406","VALLEY CITIES COUNSELING AND CONSULTATION","SF00043996","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001407","IDAHO DEPARTMENT OF JUVENILE CORRECTIONS","SF00044108","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001408","GUERNSEY COUNTY EMERGENCY MANAGEMENT AGENCY","SF00044132","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001409","UNIVERSITY OF CALIFORNIA SANTA CRUZ - AQUATICS","SF00044226","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001410","CITY OF MEMPHIS PARKS AND NEIGHBORHOODS, AQUATICS","SF00044136","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001411","UTILITY LINE SERVICES","SF00044239","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001412","HUSQVARNA","SF00044283","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001413","TOWN OF HUNTINGTON","SF00044245","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001414","FRANKLINVILLE CENTRAL SCHOOL","SF00044409","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001415","WALMART DC 7030","SF00044250","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001416","EDWARDS-KNOX CSD","SF00044257","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001417","ORRVILLE HIGH SCHOOL","SF00044459","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001418","MT LAUREL YMCA","SF00044380","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001419","TUNICA PARKS & RECREATION","SF00044612","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001420","TUNICA COUNTY GOVERNMENT","SF00040988","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001421","FOSTER MEADE CTC","SF00044713","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001422","FOLLETT #1715","SF00027990","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001423","CITY OF HARVARD","SF00044708","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001424","WEST CONTRA COSTA UNIFIED SCHOOL DISTRICT","SF00042278","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001425","CITY OF EAST LANSING","SF00044562","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001427","HBI","SF00044858","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001428","TEXAS JUVENILE JUSTICE DEPT - RON JACKSON","SF00044148","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001429","VILLAGE OF LIBERTYVILLE-RECREATION/SPORTS COMPLEX","SF00044872","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001430","MILSON CONSULTING SERVICES, LLC.","SF00044568","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001431","ORLEANS/NIAGARA BOCES_1","SF00044147","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001432","CHANDLER UNIFIED SCHOOL DISTRICT","SF00044563","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001433","FIRST NAVAL CONSTRUCTION REGIMENT","SF00044205","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001434","PENN NATIONAL GAMING","SF00044646","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001435","BRISTOL TOWNSHIP SCHOOL DISTRICT","SF00044775","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001436","PARC INC","SF00044616","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001437","MBS TEXTBOOK EXCHANGE, LLC","SF00045096","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001438","KINDRED HOSPICE","SF00044778","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001439","CITY OF ESPANOLA","SF00045209","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001440","SBCSS","SF00045313","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001441","SAINT PETER'S UNIVERSITY","SF00044844","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001442","TOLLES CAREER & TECHNICAL CENTER","SF00045211","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001443","TOMPKINS-SENECA-TIOGA BOCES","SF00045254","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001444","TURTLE MOUNTAIN BAND OF CHIPPEWA INDIANS","SF00045054","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001445","COUNTY OF IMPERIAL PROBATION DEPARTMENT","SF00045177","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001446","MONTGOMERY COUNTY COMMUNITY COLLEGE","SF00045504","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001447","SAUK VALLEY COMMUNITY COLLEGE","SF00044851","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001448","CITY OF BRUNSWICK","SF00044986","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001449","COMMUNITY ACTION COUNCIL","SF00045277","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001450","GOODWILL IND. OF FORT WORTH","SF00045218","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001452","21C WINDHAM CENTRAL SUPERVISORY UNION","SF00045405","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001453","OFFICE DEPOT NON TRADE PAYABLES","SF00045384","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001454","MARSHFIELD PUBLIC SCHOOLS","SF00045536","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001455","SPRING ISD","SF00044034","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001456","LINCOLN MEMORIAL UNIVERSITY POOL","SF00045458","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001457","RACINE YMCA","SF00045151","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001458","NORTH HILLS SCHOOL DISTRICT","SF00045759","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001459","THE COLLEGE OF STATEN ISLAND AUX SERV CORP INC","SF00045744","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001460","FLANAGAN MEMORIAL POOL","SF00045523","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001461","CA MILITARY DEPARTMENT","SF00043987","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001462","BEAVER COUNTY CYS","SF00045469","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001463","AVON LOCAL SCHOOLS","SF00045954","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001464","SAN JACINTO UNIFIED SCHOOL DISTRICT","SF00045877","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001465","UNIVERSITY OF SOUTH CAROLINA","SF00046059","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001466","PEMBROKE CENTRAL SCHOOL DISTRICT","SF00046006","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001467","VAL VERDE UNIFIED SCHOOL DISTRICT","SF00045732","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001468","CITY OF RICHMOND PARKS & REC AQUATICS","SF00045986","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001469","WURTH ADAMS NUT AND BOLT COMPANY","SF00045581","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001470","SKAGIT COUNTY FIRE DISTRICT NO. 6","SF00045573","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001471","GREEN LIFESPAN","SF00045486","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001472","TOWN OF HUNTINGTON - RECREATION","SF00046125","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001473","HUMBLE INDEPENDENT SCHOOL DISTRICT","SF00046058","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001474","NORTHEAST OHIO COMMUNITY ALTERNATIVE PROGRAM","SF00046401","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001475","JONES COUNTY SCHOOL DISTRICT","SF00046117","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001476","NEWPORT-MESA UNIFIED SCHOOL DISTRICT","SF00046329","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001477","MCVSD/ALPS","SF00046179","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001478","FARMERS BRANCH AQUATICS CENTER","SF00044382","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001479","HARMONY SCHOOL OF INNOVATION","SF00040493","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001480","CITY OF ELROY/POOL","SF00046042","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001481","MONROE COUNTY SHERIFF'S DEPARTMENT","SF00046730","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001482","SANTA CRUZ COUNTY OFFICE OF EDUCATION_1","SF00046331","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001483","CITY OF RICHMOND_1","SF00046346","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001484","TUPPER LAKE CENTRAL SCHOOL DISTRICT","SF00046581","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001485","ODYSSEY GROUP","SF00046274","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001486","CITY OF ORLANDO","SF00046677","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001487","THE WOODLANDS HIGH SCHOOL","SF00046673","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001488","FRANKLIN COUNTY SHERIFF'S OFFICE","SF00046866","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001489","PLAINFIELD POLICE DEPARTMENT","SF00046960","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001490","ASSOCIATED INDUSTRIES FOR THE BLIND","SF00046687","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001491","MT. VERNON CITY SCHOOL DISTRICT","SF00047013","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001492","CANTON CITY SCHOOL DISTRICT","SF00046822","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001493","SWC ø«‘ SAN DIEGO","SF00046930","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001494","CARIBOU PARKS & RECREATION DEPARTMENT","SF00047006","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001495","BUCHANAN COUNTY BOARD OF SUPERVISORS","SF00047057","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001496","YMCA OF METROPOLITAN CHICAGO","SF00047210","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001497","CONNECTIONS DAY SCHOOL","SF00047242","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001498","CENTINELA VALLEY UNION HIGH SCHOOL","SF00047352","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001499","WILSON HIGH SCHOOL","SF00047174","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001500","CAESARS ENTERTAINMENT","SF00047337","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001501","TEXAS DEPARTMENT OF STATE HEALTH SERVICES","SF00047364","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001502","OTSEGO NORTHERN CATSKILLS BOCES","SF00047112","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001503","NORTH UNION LOCAL SCHOOL DISTRICT","SF00046568","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001504","CINTAS SAN DIEGO","SF00047443","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001505","CINTAS PARAMOUNT CA","SF00047452","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001506","CINTAS ANAHEIM","SF00047470","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001507","GUTHRIE JOB CORPS CENTER","SF00008323","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001508","VALPARAISO PUBLIC WORKS","SF00047401","$334.49","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$334.49","01/03/2022"
"PR001509","GREATER PHILADELPHIA YMCA","SF00041334","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001510","INSPIRA MEDICAL CENTERS INC","SF00047541","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001511","BROOKLYN RECREATION CENTER","SF00047494","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001512","MISSISSIPPI BEND AEA","SF00047490","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001513","EAST SYRACUSE MINOA CSD","SF00047545","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001514","EXCELSIOR SPRING JOB CORPS CENTER","SF00033658","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001515","VICTOR ELEMENTARY SCHOOL DISTRICT","SF00047629","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001516","GUERNSEY COUNTY EMA","SF00047650","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001517","YMCA OF THE GREATER TRIVALLEY","SF00047631","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001518","QUABBIN REGIONAL SCHOOL DISTRICT","SF00047801","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001519","LOS ANGELES COMMUNITY COLLEGE DISTRICT","SF00047825","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR001520","SHERATON PHILADELPHIA - UNIVERSITY CITY","SF00047574","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
