CC Order,SFDC Account,CFS Invoice/Credit,Invoice Amount,Invoice Date,Status
"O-0005996736","a7N3o000002WYltEAG","22395848","$64.00","2021-12-31","Invoiced"
"O-0006024108","a7N3o000002WijfEAC","22395848","$96.00","2021-12-31","Invoiced"
"O-0005054745","a7N3o000002WcHAEA0","22395849","$0.00","2021-12-31","Invoiced"
"O-0005054745","a7N3o000002WcHBEA0","22395849","$450.00","2021-12-31","Invoiced"
"O-0005054745","a7N3o000002WcHCEA0","22395849","$150.00","2021-12-31","Invoiced"
"O-0005054745","a7N3o000002WcJ0EAK","22395849","$150.00","2021-12-31","Invoiced"
"O-0005858755","a7N3o000002WRD3EAO","22395850","$0.00","2021-12-31","Invoiced"
"O-0005858755","a7N3o000002WRD4EAO","22395850","$240.00","2021-12-31","Invoiced"
"O-0005858755","a7N3o000002WRD5EAO","22395850","$175.00","2021-12-31","Invoiced"
"O-0005858755","a7N3o000002WRDIEA4","22395850","$400.00","2021-12-31","Invoiced"
"O-0005949733","a7N3o000002WQJKEA4","22395851","$150.00","2021-12-31","Invoiced"
"O-0005952125","a7N3o000002WRPTEA4","22395852","$200.00","2021-12-31","Invoiced"
"O-0006010881","a7N3o000002We3kEAC","22395853","$32.00","2021-12-31","Invoiced"
"O-0006011147","a7N3o000002WeCwEAK","22395853","$64.00","2021-12-31","Invoiced"
"O-0006011269","a7N3o000002WeHSEA0","22395853","$64.00","2021-12-31","Invoiced"
"O-0006011411","a7N3o000002WeM8EAK","22395853","$32.00","2021-12-31","Invoiced"
"O-0006011500","a7N3o000002WePREA0","22395853","$96.00","2021-12-31","Invoiced"
"O-0006032275","a7N3o000002WkXvEAK","22395853","$256.00","2021-12-31","Invoiced"
"O-0006033338","a7N3o000002WkuaEAC","22395853","$192.00","2021-12-31","Invoiced"
"O-0006033432","a7N3o000002WkwREAS","22395853","$192.00","2021-12-31","Invoiced"
"O-0006033469","a7N3o000002WkxUEAS","22395853","$32.00","2021-12-31","Invoiced"
"O-0006033517","a7N3o000002WkyXEAS","22395853","$192.00","2021-12-31","Invoiced"
"O-0005953032","a7N3o000002WRmDEAW","22395854","$288.00","2021-12-31","Invoiced"
"O-0005949850","a7N3o000002WQMcEAO","22395855","$256.00","2021-12-31","Invoiced"
"O-0006000393","a7N3o000002WaeMEAS","22395856","$169.60","2021-12-31","Invoiced"
"O-0006034825","a7N3o000002WlP4EAK","22395856","$101.76","2021-12-31","Invoiced"
"O-0005948569","a7N3o000002WPnEEAW","22395857","$144.00","2021-12-31","Invoiced"
"O-0005948655","a7N3o000002WPpKEAW","22395858","$64.00","2021-12-31","Invoiced"
"O-0005948622","a7N3o000002WPlTEAW","22395859","$742.50","2021-12-31","Invoiced"
"O-0005950706","a7N3o000002WQl3EAG","22395860","$144.00","2021-12-31","Invoiced"
"O-0005949592","a7N3o000002WQF8EAO","22395861","$48.00","2021-12-31","Invoiced"
"O-0005949995","a7N3o000002WQQFEA4","22395861","$32.00","2021-12-31","Invoiced"
"O-0005948350","a7N3o000002WPiJEAW","22395862","$120.00","2021-12-31","Invoiced"
"O-0005948424","a7N3o000002WPkAEAW","22395862","$120.00","2021-12-31","Invoiced"
"O-0005952652","a7N3o000002WRdLEAW","22395862","$32.00","2021-12-31","Invoiced"
"O-0005954255","a7N3o000002WS5ZEAW","22395862","$15.00","2021-12-31","Invoiced"
"O-0006012008","a7N3o000002Weh6EAC","22395862","$40.00","2021-12-31","Invoiced"
"O-0006023679","a7N3o000002WiWHEA0","22395862","$32.00","2021-12-31","Invoiced"
"O-0006031835","a7N3o000002WkPNEA0","22395863","$280.00","2021-12-31","Invoiced"
"O-0006035626","a7N3o000002WlcIEAS","22395864","$102.40","2021-12-31","Invoiced"
"O-0006012582","a7N3o000002Wf0DEAS","22395865","$5.00","2021-12-31","Invoiced"
"O-0006012842","a7N3o000002Wf8REAS","22395865","$20.00","2021-12-31","Invoiced"
"O-0006012945","a7N3o000002WfBQEA0","22395865","$20.00","2021-12-31","Invoiced"
"O-0006013082","a7N3o000002WfFhEAK","22395865","$5.00","2021-12-31","Invoiced"
"O-0006013135","a7N3o000002WfFiEAK","22395865","$10.00","2021-12-31","Invoiced"
"O-0006013249","a7N3o000002WfK8EAK","22395865","$5.00","2021-12-31","Invoiced"
"O-0006013315","a7N3o000002WfN7EAK","22395865","$5.00","2021-12-31","Invoiced"
"O-0006013402","a7N3o000002WfLMEA0","22395865","$5.00","2021-12-31","Invoiced"
"O-0006030637","a7N3o000002WkDREA0","22395865","$35.00","2021-12-31","Invoiced"
"O-0005939311","a7N3o000002WNJvEAO","22395866","$72.00","2021-12-31","Invoiced"
"O-0005941656","a7N3o000002WOXZEA4","22395866","$105.30","2021-12-31","Invoiced"
"O-0005943230","a7N3o000002WP4iEAG","22395866","$72.00","2021-12-31","Invoiced"
"O-0005943324","a7N3o000002WP6FEAW","22395866","$252.00","2021-12-31","Invoiced"
"O-0005943352","a7N3o000002WP6eEAG","22395866","$72.00","2021-12-31","Invoiced"
"O-0005952813","a7N3o000002WRiBEAW","22395866","$252.00","2021-12-31","Invoiced"
"O-0006024126","a7N3o000002Wik4EAC","22395866","$252.00","2021-12-31","Invoiced"
"O-0006024143","a7N3o000002WikTEAS","22395866","$72.00","2021-12-31","Invoiced"
"O-0006032579","a7N3o000002WkeNEAS","22395866","$108.00","2021-12-31","Invoiced"
"O-0006032600","a7N3o000002WkewEAC","22395866","$72.00","2021-12-31","Invoiced"
"O-0005950388","a7N3o000002WQcaEAG","22395867","$160.00","2021-12-31","Invoiced"
"O-0005952375","a7N3o000002WRVqEAO","22395868","$160.00","2021-12-31","Invoiced"
"O-0006034477","a7N3o000002WlINEA0","22395869","$59.50","2021-12-31","Invoiced"
"O-0005958104","a7N3o000002WSNYEA4","22395870","$128.00","2021-12-31","Invoiced"
"O-0005958271","a7N3o000002WSOWEA4","22395870","$45.00","2021-12-31","Invoiced"
"O-0005989355","a7N3o000002WX4qEAG","22395870","$80.00","2021-12-31","Invoiced"
"O-0006022407","a7N3o000002WhtUEAS","22395870","$200.00","2021-12-31","Invoiced"
"O-0006022661","a7N3o000002Wi0pEAC","22395870","$40.00","2021-12-31","Invoiced"
"O-0005759488","a7N3o000002WNN4EAO","22395871","$0.00","2021-12-31","Invoiced"
"O-0005759488","a7N3o000002WNN5EAO","22395871","$250.00","2021-12-31","Invoiced"
"O-0005759488","a7N3o000002WNN6EAO","22395871","$1938.00","2021-12-31","Invoiced"
"O-0005960648","a7N3o000002WSiqEAG","22395872","$154.80","2021-12-31","Invoiced"
"O-0005959477","a7N3o000002WSWpEAO","22395873","$64.00","2021-12-31","Invoiced"
"O-0006021026","a7N3o000002WhB3EAK","22395873","$192.00","2021-12-31","Invoiced"
"O-0005952463","a7N3o000002WRY6EAO","22395874","$128.00","2021-12-31","Invoiced"
"O-0005948352","a7N3o000002WPiOEAW","22395875","$195.00","2021-12-31","Invoiced"
"O-0006000983","a7N3o000002Wb1AEAS","22395875","$280.00","2021-12-31","Invoiced"
"O-0005949301","a7N3o000002WQ4VEAW","22395876","$320.00","2021-12-31","Invoiced"
"O-0005949410","a7N3o000002WQ9jEAG","22395876","$320.00","2021-12-31","Invoiced"
"O-0005949512","a7N3o000002WQ4WEAW","22395876","$288.00","2021-12-31","Invoiced"
"O-0005950914","a7N3o000002WQqrEAG","22395876","$256.00","2021-12-31","Invoiced"
"O-0005950962","a7N3o000002WQsOEAW","22395876","$224.00","2021-12-31","Invoiced"
"O-0005951130","a7N3o000002WQxiEAG","22395876","$256.00","2021-12-31","Invoiced"
"O-0005959027","a7N3o000002WSSJEA4","22395876","$256.00","2021-12-31","Invoiced"
"O-0005999451","a7N3o000002WaC2EAK","22395876","$512.00","2021-12-31","Invoiced"
"O-0005948106","a7N3o000002WPe7EAG","22395877","$86.40","2021-12-31","Invoiced"
"O-0005948172","a7N3o000002WPfFEAW","22395877","$129.60","2021-12-31","Invoiced"
"O-0005948183","a7N3o000002WPfUEAW","22395877","$21.60","2021-12-31","Invoiced"
"O-0005958842","a7N3o000002WSQwEAO","22395877","$194.40","2021-12-31","Invoiced"
"O-0005951238","a7N3o000002WR0rEAG","22395878","$360.00","2021-12-31","Invoiced"
"O-0005543593","a7N3o000002WQt2EAG","22395879","$0.00","2021-12-31","Invoiced"
"O-0005543593","a7N3o000002WQt3EAG","22395879","$1020.00","2021-12-31","Invoiced"
"O-0005543593","a7N3o000002WQt4EAG","22395879","$250.00","2021-12-31","Invoiced"
"O-0005956483","a7N3o000002WSLIEA4","22395880","$24.00","2021-12-31","Invoiced"
"O-0005959575","a7N3o000002WSY2EAO","22395881","$256.00","2021-12-31","Invoiced"
"O-0005958756","a7N3o000002WSQXEA4","22395882","$96.00","2021-12-31","Invoiced"
"O-0005978040","a7N3o000002WU0gEAG","22395882","$129.00","2021-12-31","Invoiced"
"O-0006008284","a7N3o000002Wcm7EAC","22395882","$72.00","2021-12-31","Invoiced"
"O-0006009105","a7N3o000002Wd7jEAC","22395882","$210.00","2021-12-31","Invoiced"
"O-0006014900","a7N3o000002Wg1CEAS","22395882","$30.00","2021-12-31","Invoiced"
"O-0006014924","a7N3o000002Wg1vEAC","22395882","$24.00","2021-12-31","Invoiced"
"O-0006014962","a7N3o000002Wg2PEAS","22395882","$22.50","2021-12-31","Invoiced"
"O-0005960156","a7N3o000002WSdgEAG","22395883","$14.00","2021-12-31","Invoiced"
"O-0005959950","a7N3o000002WSbLEAW","22395884","$400.00","2021-12-31","Invoiced"
"O-0005951367","a7N3o000002WR3mEAG","22395885","-$160.00","2021-12-31","Invoiced"
"O-0005944623","a7N3o000002WPLeEAO","22395886","$96.00","2021-12-31","Invoiced"
"O-0005949362","a7N3o000002WQ8HEAW","22395887","$40.00","2021-12-31","Invoiced"
"O-0005949273","a7N3o000002WQ5mEAG","22395888","$69.00","2021-12-31","Invoiced"
"O-0005988229","a7N3o000002WWTpEAO","22395888","$92.00","2021-12-31","Invoiced"
"O-0005960169","a7N3o000002WSdlEAG","22395889","$896.00","2021-12-31","Invoiced"
"O-0005960184","a7N3o000002WSe5EAG","22395889","$96.00","2021-12-31","Invoiced"
"O-0005914312","a7N3o000002WEFoEAO","22395890","$45.00","2021-12-31","Invoiced"
"O-0005914407","a7N3o000002WEFpEAO","22395890","$45.00","2021-12-31","Invoiced"
"O-0005914526","a7N3o000002WEMzEAO","22395890","$30.00","2021-12-31","Invoiced"
"O-0005923549","a7N3o000002WH8CEAW","22395890","$75.00","2021-12-31","Invoiced"
"O-0005926453","a7N3o000002WIbqEAG","22395890","$15.00","2021-12-31","Invoiced"
"O-0005998531","a7N3o000002WZgzEAG","22395890","$75.00","2021-12-31","Invoiced"
"O-0005998588","a7N3o000002WZilEAG","22395890","$75.00","2021-12-31","Invoiced"
"O-0006004881","a7N3o000002WcRiEAK","22395890","$90.00","2021-12-31","Invoiced"
"O-0006024601","a7N3o000002WixDEAS","22395890","$120.00","2021-12-31","Invoiced"
"O-0006024833","a7N3o000002Wj1LEAS","22395890","$102.00","2021-12-31","Invoiced"
"O-0005942827","a7N3o000002WOy6EAG","22395891","$40.00","2021-12-31","Invoiced"
"O-0005937573","a7N3o000002WMN4EAO","22395892","$80.00","2021-12-31","Invoiced"
"O-0004193639","a7N3o000002WLtIEAW","22395893","$0.00","2021-12-31","Invoiced"
"O-0004193639","a7N3o000002WLtJEAW","22395893","$576.00","2021-12-31","Invoiced"
"O-0004193639","a7N3o000002WLtKEAW","22395893","$0.00","2021-12-31","Invoiced"
"O-0005938407","a7N3o000002WMpMEAW","22395894","$312.00","2021-12-31","Invoiced"
"O-0005937142","a7N3o000002WM87EAG","22395895","$24.00","2021-12-31","Invoiced"
"O-0005943199","a7N3o000002WP4EEAW","22395896","$192.00","2021-12-31","Invoiced"
"O-0005938623","a7N3o000002WMx6EAG","22395897","$28.80","2021-12-31","Invoiced"
"O-0005939733","a7N3o000002WNXxEAO","22395898","$240.00","2021-12-31","Invoiced"
"O-0005659818","a7N3o000002WM79EAG","22395899","$0.00","2021-12-31","Invoiced"
"O-0005659818","a7N3o000002WM7AEAW","22395899","$504.00","2021-12-31","Invoiced"
"O-0005659818","a7N3o000002WM7BEAW","22395899","$100.00","2021-12-31","Invoiced"
"O-0005659818","a7N3o000002WM82EAG","22395899","$168.00","2021-12-31","Invoiced"
"O-0005939350","a7N3o000002WNL8EAO","22395900","$231.00","2021-12-31","Invoiced"
"O-0006016036","a7N3o000002WgMUEA0","22395901","-$256.00","2021-12-31","Invoiced"
"O-0006014344","a7N3o000002Wfo3EAC","22395902","$448.00","2021-12-31","Invoiced"
"O-0006010849","a7N3o000002We3BEAS","22395903","$43.00","2021-12-31","Invoiced"
"O-0006007880","a7N3o000002WcgJEAS","22395904","$12.00","2021-12-31","Invoiced"
"O-0006015557","a7N3o000002WgDSEA0","22395905","$435.20","2021-12-31","Invoiced"
"O-0006008764","a7N3o000002WcvKEAS","22395906","-$32.00","2021-12-31","Invoiced"
"O-0006008774","a7N3o000002WcvLEAS","22395907","-$48.00","2021-12-31","Invoiced"
"O-0006011371","a7N3o000002WeLAEA0","22395908","$96.00","2021-12-31","Invoiced"
"O-0006013274","a7N3o000002WfLGEA0","22395909","$32.00","2021-12-31","Invoiced"
"O-0006013746","a7N3o000002WfYtEAK","22395909","$416.00","2021-12-31","Invoiced"
"O-0006013880","a7N3o000002WfYuEAK","22395909","$320.00","2021-12-31","Invoiced"
"O-0005941660","a7N3o000002WOXtEAO","22395910","$409.60","2021-12-31","Invoiced"
"O-0005942003","a7N3o000002WOglEAG","22395911","$44.80","2021-12-31","Invoiced"
"O-0005942417","a7N3o000002WOqCEAW","22395912","$128.00","2021-12-31","Invoiced"
"O-0005998519","a7N3o000002WZgLEAW","22395913","$96.00","2021-12-31","Invoiced"
"O-0006021743","a7N3o000002WhWkEAK","22395913","$32.00","2021-12-31","Invoiced"
"O-0005936910","a7N3o000002WLzPEAW","22395914","$32.00","2021-12-31","Invoiced"
"O-0005937497","a7N3o000002WMJlEAO","22395915","$48.00","2021-12-31","Invoiced"
"O-0005937540","a7N3o000002WMHpEAO","22395915","$16.00","2021-12-31","Invoiced"
"O-0005997746","a7N3o000002WZGSEA4","22395916","$288.00","2021-12-31","Invoiced"
"O-0006000272","a7N3o000002WaeuEAC","22395917","$10.67","2021-12-31","Invoiced"
"O-0005996856","a7N3o000002WYp7EAG","22395918","$32.00","2021-12-31","Invoiced"
"O-0005938152","a7N3o000002WMgeEAG","22395919","$96.00","2021-12-31","Invoiced"
"O-0005938233","a7N3o000002WMjOEAW","22395919","$64.00","2021-12-31","Invoiced"
"O-0005941386","a7N3o000002WOPaEAO","22395919","$64.00","2021-12-31","Invoiced"
"O-0005937723","a7N3o000002WMSrEAO","22395920","$24.00","2021-12-31","Invoiced"
"O-0005985770","a7N3o000002WVG6EAO","22395920","$64.00","2021-12-31","Invoiced"
"O-0006009767","a7N3o000002WdSNEA0","22395920","$32.00","2021-12-31","Invoiced"
"O-0005940712","a7N3o000002WO51EAG","22395921","$160.00","2021-12-31","Invoiced"
"O-0005937439","a7N3o000002WMIcEAO","22395922","$168.00","2021-12-31","Invoiced"
"O-0005338458","a7N3o000002WMGvEAO","22395923","$0.00","2021-12-31","Invoiced"
"O-0005338458","a7N3o000002WMGwEAO","22395923","$672.00","2021-12-31","Invoiced"
"O-0005338458","a7N3o000002WMGxEAO","22395923","$50.00","2021-12-31","Invoiced"
"O-0005338458","a7N3o000002WMHFEA4","22395923","$96.00","2021-12-31","Invoiced"
"O-0005937066","a7N3o000002WM4jEAG","22395924","$653.40","2021-12-31","Invoiced"
"O-0005937379","a7N3o000002WMG7EAO","22395924","$683.10","2021-12-31","Invoiced"
"O-0005937718","a7N3o000002WMSSEA4","22395924","$712.80","2021-12-31","Invoiced"
"O-0006000171","a7N3o000002WaZHEA0","22395925","$54.00","2021-12-31","Invoiced"
"O-0006000237","a7N3o000002WadcEAC","22395926","$90.00","2021-12-31","Invoiced"
"O-0003491747","a7N3o000002WLxxEAG","22395927","$0.00","2021-12-31","Invoiced"
"O-0003491747","a7N3o000002WLxyEAG","22395927","$320.00","2021-12-31","Invoiced"
"O-0003491747","a7N3o000002WLxzEAG","22395927","$250.00","2021-12-31","Invoiced"
"O-0003491747","a7N3o000002WLyMEAW","22395927","$320.00","2021-12-31","Invoiced"
"O-0005939933","a7N3o000002WNfDEAW","22395928","-$120.00","2021-12-31","Invoiced"
"O-0005998435","a7N3o000002WZdHEAW","22395929","$240.00","2021-12-31","Invoiced"
"O-0005987798","a7N3o000002WWH0EAO","22395930","-$144.00","2021-12-31","Invoiced"
"O-0006022238","a7N3o000002WhngEAC","22395931","$384.00","2021-12-31","Invoiced"
"O-0005987704","a7N3o000002WWDDEA4","22395932","-$144.00","2021-12-31","Invoiced"
"O-0005987938","a7N3o000002WWLMEA4","22395933","$160.00","2021-12-31","Invoiced"
"O-0005987644","a7N3o000002WW1hEAG","22395934","-$144.00","2021-12-31","Invoiced"
"O-0005989592","a7N3o000002WXC2EAO","22395935","$180.00","2021-12-31","Invoiced"
"O-0005989473","a7N3o000002WX8TEAW","22395936","$192.00","2021-12-31","Invoiced"
"O-0005590558","a7N3o000002WWjYEAW","22395937","$0.00","2021-12-31","Invoiced"
"O-0005590558","a7N3o000002WWjZEAW","22395937","$400.00","2021-12-31","Invoiced"
"O-0005590558","a7N3o000002WWjaEAG","22395937","$175.00","2021-12-31","Invoiced"
"O-0005590558","a7N3o000002WWjdEAG","22395937","$240.00","2021-12-31","Invoiced"
"O-0006021744","a7N3o000002WhWpEAK","22395938","$32.00","2021-12-31","Invoiced"
"O-0005276402","a7N3o000002VqNBEA0","22395939","$0.00","2021-12-31","Invoiced"
"O-0005276402","a7N3o000002VqNCEA0","22395939","$360.00","2021-12-31","Invoiced"
"O-0005276402","a7N3o000002VqNDEA0","22395939","$0.00","2021-12-31","Invoiced"
"O-0005276402","a7N3o000002VqNQEA0","22395939","$216.00","2021-12-31","Invoiced"
"O-0005987577","a7N3o000002WW9BEAW","22395940","$480.00","2021-12-31","Invoiced"
"O-0005989551","a7N3o000002WXBIEA4","22395941","$385.00","2021-12-31","Invoiced"
"O-0005988372","a7N3o000002WWYMEA4","22395942","$156.00","2021-12-31","Invoiced"
"O-0005991176","a7N3o000002WXqREAW","22395943","$19.20","2021-12-31","Invoiced"
"O-0005991843","a7N3o000002WY3QEAW","22395943","$24.00","2021-12-31","Invoiced"
"O-0005985725","a7N3o000002WVF3EAO","22395944","$672.00","2021-12-31","Invoiced"
"O-0005933058","a7N3o000002WWvKEAW","22395945","$480.00","2021-12-31","Invoiced"
"O-0006026502","a7N3o000002WjffEAC","22395946","$280.00","2021-12-31","Invoiced"
"O-0006021479","a7N3o000002WhKGEA0","22395947","$128.00","2021-12-31","Invoiced"
"O-0006022574","a7N3o000002WhyUEAS","22395948","$40.00","2021-12-31","Invoiced"
"O-0006023553","a7N3o000002WiSeEAK","22395948","$40.00","2021-12-31","Invoiced"
"O-0005986661","a7N3o000002WVgTEAW","22395949","$256.00","2021-12-31","Invoiced"
"O-0006010589","a7N3o000002WdtzEAC","22395950","$16.00","2021-12-31","Invoiced"
"O-0005936652","a7N3o000002WLssEAG","22395951","$266.00","2021-12-31","Invoiced"
"O-0005936708","a7N3o000002WLuFEAW","22395952","$630.00","2021-12-31","Invoiced"
"O-0006010216","a7N3o000002WdheEAC","22395953","$138.00","2021-12-31","Invoiced"
"O-0006011602","a7N3o000002WeTEEA0","22395954","$1600.00","2021-12-31","Invoiced"
"O-0006011757","a7N3o000002WeYJEA0","22395954","$512.00","2021-12-31","Invoiced"
"O-0006012424","a7N3o000002WeuyEAC","22395954","$1280.00","2021-12-31","Invoiced"
"O-0006013425","a7N3o000002WfQkEAK","22395954","$992.00","2021-12-31","Invoiced"
"O-0006013638","a7N3o000002WfW4EAK","22395954","$1344.00","2021-12-31","Invoiced"
"O-0005658006","a7N3o000002We57EAC","22395955","$0.00","2021-12-31","Invoiced"
"O-0005658006","a7N3o000002We58EAC","22395955","$612.00","2021-12-31","Invoiced"
"O-0005658006","a7N3o000002We59EAC","22395955","$250.00","2021-12-31","Invoiced"
"O-0005658006","a7N3o000002We65EAC","22395955","$204.00","2021-12-31","Invoiced"
"O-0005694730","a7N3o000002WeJnEAK","22395956","$0.00","2021-12-31","Invoiced"
"O-0005694730","a7N3o000002WeJoEAK","22395956","$250.00","2021-12-31","Invoiced"
"O-0005694730","a7N3o000002WeJpEAK","22395956","$340.00","2021-12-31","Invoiced"
"O-0005694730","a7N3o000002WeJxEAK","22395956","$204.00","2021-12-31","Invoiced"
"O-0005859350","a7N3o000002WgDuEAK","22395957","$0.00","2021-12-31","Invoiced"
"O-0005859350","a7N3o000002WgDvEAK","22395957","$576.00","2021-12-31","Invoiced"
"O-0005859350","a7N3o000002WgG2EAK","22395957","$0.00","2021-12-31","Invoiced"
"O-0006009301","a7N3o000002WdDrEAK","22395958","$72.00","2021-12-31","Invoiced"
"O-0005999622","a7N3o000002WaHNEA0","22395959","$32.00","2021-12-31","Invoiced"
"O-0006012268","a7N3o000002WeptEAC","22395960","$200.00","2021-12-31","Invoiced"
"O-0006011098","a7N3o000002We8mEAC","22395961","$120.00","2021-12-31","Invoiced"
"O-0006011293","a7N3o000002WeIQEA0","22395961","$40.00","2021-12-31","Invoiced"
"O-0006012034","a7N3o000002WehzEAC","22395961","$80.00","2021-12-31","Invoiced"
"O-0005941721","a7N3o000002WOZVEA4","22395962","$256.00","2021-12-31","Invoiced"
"O-0005999003","a7N3o000002WZeaEAG","22395963","$32.00","2021-12-31","Invoiced"
"O-0005999938","a7N3o000002WaSyEAK","22395964","$288.00","2021-12-31","Invoiced"
"O-0006000029","a7N3o000002WaWbEAK","22395964","$96.00","2021-12-31","Invoiced"
"O-0006000491","a7N3o000002WamPEAS","22395965","$325.00","2021-12-31","Invoiced"
"O-0006002613","a7N3o000002WbmaEAC","22395966","$228.00","2021-12-31","Invoiced"
"O-0005936525","a7N3o000002WLpoEAG","22395967","$160.00","2021-12-31","Invoiced"
"O-0006020818","a7N3o000002Wh5ZEAS","22395968","$16.00","2021-12-31","Invoiced"
"O-0006020837","a7N3o000002Wh6IEAS","22395968","$16.00","2021-12-31","Invoiced"
"O-0006020842","a7N3o000002Wh6SEAS","22395968","$16.00","2021-12-31","Invoiced"
"O-0006021225","a7N3o000002WhGNEA0","22395968","$16.00","2021-12-31","Invoiced"
"O-0005914978","a7N3o000002WWxfEAG","22395969","$120.00","2021-12-31","Invoiced"
"O-0005859350","a7N3o000002WZ4gEAG","22395970","$0.00","2021-12-31","Invoiced"
"O-0005859350","a7N3o000002WZ4hEAG","22395970","$432.00","2021-12-31","Invoiced"
"O-0005859350","a7N3o000002WZ4iEAG","22395970","$0.00","2021-12-31","Invoiced"
"O-0005859350","a7N3o000002WZ55EAG","22395970","$144.00","2021-12-31","Invoiced"
"O-0004842582","a7N3o000002WcQVEA0","22395971","$0.00","2021-12-31","Invoiced"
"O-0004842582","a7N3o000002WcQWEA0","22395971","$1900.00","2021-12-31","Invoiced"
"O-0004842582","a7N3o000002WcQXEA0","22395971","$250.00","2021-12-31","Invoiced"
"O-0004842582","a7N3o000002WcQaEAK","22395971","$1800.00","2021-12-31","Invoiced"
"O-0005940021","a7N3o000002WNigEAG","22395972","$40.00","2021-12-31","Invoiced"
"O-0005937784","a7N3o000002WMUYEA4","22395973","$112.00","2021-12-31","Invoiced"
"O-0005939473","a7N3o000002WNOvEAO","22395974","$23.10","2021-12-31","Invoiced"
"O-0005939558","a7N3o000002WNRuEAO","22395974","$38.50","2021-12-31","Invoiced"
"O-0005939604","a7N3o000002WNTWEA4","22395974","$30.80","2021-12-31","Invoiced"
"O-0005939650","a7N3o000002WNV8EAO","22395974","$23.10","2021-12-31","Invoiced"
"O-0005939688","a7N3o000002WNWQEA4","22395974","$30.80","2021-12-31","Invoiced"
"O-0005939726","a7N3o000002WNUpEAO","22395974","$38.50","2021-12-31","Invoiced"
"O-0005949881","a7N3o000002WQNWEA4","22395974","$22.40","2021-12-31","Invoiced"
"O-0005950318","a7N3o000002WQaAEAW","22395974","$22.40","2021-12-31","Invoiced"
"O-0005987120","a7N3o000002WVuzEAG","22395974","$22.40","2021-12-31","Invoiced"
"O-0005987281","a7N3o000002WW0TEAW","22395974","$22.40","2021-12-31","Invoiced"
"O-0005988071","a7N3o000002WWP4EAO","22395974","$112.00","2021-12-31","Invoiced"
"O-0005937715","a7N3o000002WMSIEA4","22395975","$64.00","2021-12-31","Invoiced"
"O-0006008097","a7N3o000002WcikEAC","22395975","$80.00","2021-12-31","Invoiced"
"O-0006022852","a7N3o000002Wi6nEAC","22395975","$32.00","2021-12-31","Invoiced"
"O-0006025057","a7N3o000002WjAHEA0","22395975","$240.00","2021-12-31","Invoiced"
"O-0006025226","a7N3o000002WjETEA0","22395975","$32.00","2021-12-31","Invoiced"
"O-0005939114","a7N3o000002WND9EAO","22395976","$160.00","2021-12-31","Invoiced"
"O-0005939245","a7N3o000002WNDAEA4","22395976","$160.00","2021-12-31","Invoiced"
"O-0005859350","a7N3o000002WYdeEAG","22395977","$0.00","2021-12-31","Invoiced"
"O-0005859350","a7N3o000002WYdfEAG","22395977","$288.00","2021-12-31","Invoiced"
"O-0005859350","a7N3o000002WYdgEAG","22395977","$0.00","2021-12-31","Invoiced"
"O-0005859350","a7N3o000002WYdxEAG","22395977","$288.00","2021-12-31","Invoiced"
"O-0005859350","a7N3o000002WZn7EAG","22395978","$0.00","2021-12-31","Invoiced"
"O-0005859350","a7N3o000002WZn8EAG","22395978","$504.00","2021-12-31","Invoiced"
"O-0005859350","a7N3o000002WZn9EAG","22395978","$0.00","2021-12-31","Invoiced"
"O-0005859350","a7N3o000002WZngEAG","22395978","$72.00","2021-12-31","Invoiced"
"O-0005938339","a7N3o000002WMnBEAW","22395979","$28.80","2021-12-31","Invoiced"
"O-0005504921","a7N3o000002WLVvEAO","22395980","$0.00","2021-12-31","Invoiced"
"O-0005504921","a7N3o000002WLVwEAO","22395980","$500.00","2021-12-31","Invoiced"
"O-0005504921","a7N3o000002WLVxEAO","22395980","$250.00","2021-12-31","Invoiced"
"O-0005504921","a7N3o000002WLVzEAO","22395980","-$250.00","2021-12-31","Invoiced"
"O-0005504921","a7N3o000002WLWAEA4","22395980","$300.00","2021-12-31","Invoiced"
"O-0005504921","a7N3o000002WLWFEA4","22395980","$0.00","2021-12-31","Invoiced"
"O-0005504921","a7N3o000002WLWGEA4","22395980","$400.00","2021-12-31","Invoiced"
"O-0005504921","a7N3o000002WLWHEA4","22395980","$250.00","2021-12-31","Invoiced"
"O-0005504921","a7N3o000002WLWPEA4","22395980","$400.00","2021-12-31","Invoiced"
"O-0006003302","a7N3o000002Wc1WEAS","22395981","$32.00","2021-12-31","Invoiced"
"O-0005937500","a7N3o000002WMKOEA4","22395982","$195.00","2021-12-31","Invoiced"
"O-0005937519","a7N3o000002WMF0EAO","22395982","$351.00","2021-12-31","Invoiced"
"O-0005948476","a7N3o000002WPlDEAW","22395982","$32.00","2021-12-31","Invoiced"
"O-0005948972","a7N3o000002WPxdEAG","22395982","$32.00","2021-12-31","Invoiced"
"O-0005999048","a7N3o000002WZuPEAW","22395982","$473.00","2021-12-31","Invoiced"
"O-0005999093","a7N3o000002Wa0kEAC","22395982","$129.00","2021-12-31","Invoiced"
"O-0005939598","a7N3o000002WNTMEA4","22395983","$35.00","2021-12-31","Invoiced"
"O-0005939671","a7N3o000002WNAkEAO","22395984","-$35.00","2021-12-31","Invoiced"
"O-0005998800","a7N3o000002WZqBEAW","22395985","$36.00","2021-12-31","Invoiced"
"O-0005936532","a7N3o000002WLptEAG","22395986","$128.00","2021-12-31","Invoiced"
